ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
2:22.02.2022,21.02.2022,16,21.02.2022,21,04501148,590,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
3:22.02.2022,22.02.2022,07,22.02.2022,13,04300621,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
4:22.02.2022,22.02.2022,07,22.02.2022,14,03400721,1700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
5:22.02.2022,22.02.2022,14,22.02.2022,19,03400721,1500,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
6:22.02.2022,21.02.2022,20,22.02.2022,06,03500936,800,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
7:22.02.2022,22.02.2022,09,22.02.2022,19,01100102,1176,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
8:22.02.2022,21.02.2022,06,21.02.2022,14,09501737,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
9:22.02.2022,21.02.2022,05,21.02.2022,17,05200629,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10:22.02.2022,21.02.2022,21,22.02.2022,08,01200522,1400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11:22.02.2022,22.02.2022,13,22.02.2022,16,07400927,816,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12:22.02.2022,21.02.2022,14,22.02.2022,08,12400721,784,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13:22.02.2022,22.02.2022,05,22.02.2022,15,06200420,849,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14:22.02.2022,19.02.2022,09,21.02.2022,20,09200511,1161,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15:22.02.2022,22.02.2022,07,22.02.2022,14,08100416,596,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
16:22.02.2022,22.02.2022,18,22.02.2022,20,11100307,2488,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17:22.02.2022,22.02.2022,12,22.02.2022,13,08100314,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18:22.02.2022,20.02.2022,13,21.02.2022,07,07300618,205,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19:22.02.2022,22.02.2022,08,22.02.2022,18,06300524,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20:22.02.2022,22.02.2022,05,22.02.2022,14,06200312,1948,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21:22.02.2022,21.02.2022,18,21.02.2022,21,03500934,1011,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22:22.02.2022,22.02.2022,08,22.02.2022,17,02500835,499,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
23:22.02.2022,21.02.2022,07,22.02.2022,07,02400624,495,Nein,Kinderfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
24:22.02.2022,21.02.2022,22,22.02.2022,08,03400618,548,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
25:22.02.2022,15.02.2022,12,16.02.2022,10,08100102,740,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26:22.02.2022,21.02.2022,20,22.02.2022,08,09100202,887,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27:22.02.2022,11.02.2022,17,11.02.2022,21,02200213,422,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28:22.02.2022,11.02.2022,07,11.02.2022,16,09401635,680,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29:22.02.2022,10.02.2022,15,10.02.2022,18,04300622,1199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30:22.02.2022,18.02.2022,19,19.02.2022,11,01200628,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31:22.02.2022,21.02.2022,21,21.02.2022,21,04501043,1499,Unbekannt,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
32:22.02.2022,22.02.2022,20,22.02.2022,20,01300836,2000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
33:22.02.2022,14.02.2022,20,14.02.2022,20,02500835,1400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
34:22.02.2022,20.02.2022,05,20.02.2022,15,09200511,550,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
35:22.02.2022,20.02.2022,10,20.02.2022,21,11501341,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
36:22.02.2022,12.02.2022,08,12.02.2022,13,09501940,656,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
37:22.02.2022,18.02.2022,07,20.02.2022,23,02100105,769,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
38:21.02.2022,20.02.2022,02,20.02.2022,06,08100206,1016,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
39:21.02.2022,19.02.2022,18,20.02.2022,00,02300417,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
40:21.02.2022,17.02.2022,18,20.02.2022,11,02200213,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
41:21.02.2022,20.02.2022,22,20.02.2022,23,09300923,0,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
42:21.02.2022,20.02.2022,07,20.02.2022,08,03500933,949,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
43:21.02.2022,20.02.2022,21,20.02.2022,23,05100102,771,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
44:21.02.2022,20.02.2022,16,20.02.2022,23,03500934,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
45:21.02.2022,20.02.2022,11,20.02.2022,12,10300733,460,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
46:21.02.2022,20.02.2022,12,20.02.2022,18,04300623,545,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
47:21.02.2022,20.02.2022,18,20.02.2022,19,02300419,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
48:21.02.2022,19.02.2022,14,20.02.2022,12,03601346,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
49:21.02.2022,20.02.2022,18,20.02.2022,21,08100314,1700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
50:21.02.2022,19.02.2022,16,20.02.2022,19,01200519,1799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
51:21.02.2022,19.02.2022,13,20.02.2022,20,11300618,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
52:21.02.2022,19.02.2022,20,20.02.2022,09,11300725,720,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
53:21.02.2022,19.02.2022,15,19.02.2022,15,03200308,548,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
54:21.02.2022,19.02.2021,14,21.02.2021,07,03701554,2692,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
55:21.02.2022,16.02.2022,07,16.02.2022,07,11100308,995,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
56:21.02.2022,17.02.2022,09,17.02.2022,20,03400724,600,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
57:21.02.2022,12.02.2022,09,13.02.2022,14,12500824,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
58:21.02.2022,18.02.2022,11,18.02.2022,14,02500729,310,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
59:21.02.2022,16.02.2022,21,19.02.2022,11,03601348,530,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
60:21.02.2022,19.02.2022,12,19.02.2022,14,06200422,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
61:21.02.2022,18.02.2022,18,19.02.2022,18,06400737,230,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
62:21.02.2022,18.02.2022,18,19.02.2022,13,01200519,2169,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
63:21.02.2022,18.02.2022,16,18.02.2022,20,09200715,2119,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
64:21.02.2022,11.02.2022,08,11.02.2022,13,04300620,499,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
65:21.02.2022,10.02.2022,06,11.02.2022,06,06300527,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
66:21.02.2022,20.02.2022,18,21.02.2022,09,01100416,0,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
67:21.02.2022,20.02.2022,15,21.02.2022,17,11200410,1749,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
68:21.02.2022,16.02.2022,07,16.02.2022,21,04400725,390,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
69:21.02.2022,19.02.2022,21,21.02.2022,18,03400827,3299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
70:21.02.2022,19.02.2022,17,21.02.2022,14,08100415,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
71:21.02.2022,18.02.2022,17,21.02.2022,13,01100313,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
72:21.02.2022,20.02.2022,12,21.02.2022,09,07100204,2104,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
73:21.02.2022,21.02.2022,15,21.02.2022,16,02500729,825,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
74:21.02.2022,11.02.2022,13,14.02.2022,13,05400943,439,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
75:21.02.2022,19.02.2022,23,21.02.2022,22,06100101,2849,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
76:21.02.2022,20.02.2022,23,21.02.2022,10,09100203,6000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
77:21.02.2022,20.02.2022,17,21.02.2022,10,04300624,949,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
78:21.02.2022,19.02.2022,19,21.02.2022,16,03200206,2145,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
79:21.02.2022,21.02.2022,10,21.02.2022,21,02100105,1054,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
80:21.02.2022,21.02.2022,07,21.02.2022,14,03200206,530,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
81:21.02.2022,21.02.2022,07,21.02.2022,18,01401048,3507,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
82:21.02.2022,13.02.2022,21,14.02.2022,13,04501149,1193,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
83:21.02.2022,21.02.2022,16,21.02.2022,17,08100101,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
84:21.02.2022,18.02.2022,15,21.02.2022,07,12200309,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
85:21.02.2022,19.02.2022,15,21.02.2022,07,11300722,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
86:21.02.2022,19.02.2022,18,20.02.2022,18,09100202,900,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
87:21.02.2022,21.02.2022,06,21.02.2022,15,09501838,400,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
88:21.02.2022,21.02.2022,18,21.02.2022,20,01100414,4729,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
89:21.02.2022,21.02.2022,18,21.02.2022,20,01100414,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
90:21.02.2022,21.02.2022,09,21.02.2022,18,02400625,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
91:21.02.2022,21.02.2022,15,21.02.2022,18,02400625,1150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
92:21.02.2022,21.02.2022,10,21.02.2022,20,09100407,549,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
93:21.02.2022,14.02.2022,12,14.02.2022,20,03601346,680,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
94:21.02.2022,18.02.2022,17,21.02.2022,05,03500935,764,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
95:21.02.2022,18.02.2022,19,21.02.2022,08,04400835,568,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
96:21.02.2022,20.02.2022,17,21.02.2022,07,03400620,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
97:21.02.2022,12.02.2022,08,14.02.2022,21,10100101,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
98:21.02.2022,14.02.2022,07,14.02.2022,13,09200715,642,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
99:21.02.2022,18.02.2022,16,21.02.2022,09,01200522,1299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
100:20.02.2022,11.02.2022,13,14.02.2022,13,03400725,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
101:20.02.2022,19.02.2022,10,20.02.2022,10,03400827,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
102:20.02.2022,20.02.2022,14,20.02.2022,16,01100416,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
103:20.02.2022,02.02.2022,09,02.02.2022,23,01100206,299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
104:20.02.2022,16.02.2022,08,16.02.2022,17,06200422,299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
105:20.02.2022,14.02.2022,07,14.02.2022,16,07400720,485,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
106:20.02.2022,17.02.2022,22,18.02.2022,11,01100414,1029,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
107:20.02.2022,16.02.2022,21,18.02.2022,11,03601348,0,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
108:20.02.2022,16.02.2022,07,18.02.2022,07,04300517,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
109:20.02.2022,17.02.2022,20,18.02.2022,07,01300730,175,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
110:20.02.2022,15.02.2022,17,15.02.2022,20,06200422,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
111:20.02.2022,15.02.2022,07,17.02.2022,16,09100202,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
112:20.02.2022,18.02.2022,21,19.02.2022,09,03200206,1592,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
113:20.02.2022,19.02.2022,09,19.02.2022,09,05400944,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
114:20.02.2022,19.02.2022,16,19.02.2022,19,09100408,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
115:20.02.2022,19.02.2022,14,19.02.2022,15,11401137,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
116:20.02.2022,17.02.2022,18,19.02.2022,17,03701658,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
117:20.02.2022,22.10.2021,08,22.10.2021,09,04500937,901,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
118:20.02.2022,18.02.2022,11,18.02.2022,16,02100104,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
119:20.02.2022,18.02.2022,18,19.02.2022,02,09501736,0,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
120:20.02.2022,19.02.2022,20,19.02.2022,22,04300416,2300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
121:20.02.2022,19.02.2022,12,19.02.2022,18,01100312,503,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
122:20.02.2022,17.02.2022,19,19.02.2022,11,02200209,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
123:20.02.2022,17.02.2022,17,19.02.2022,16,09100101,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
124:20.02.2022,18.02.2022,04,19.02.2022,04,11300725,1596,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
125:20.02.2022,19.02.2022,08,19.02.2022,18,07501031,699,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
126:20.02.2022,19.02.2022,20,20.02.2022,10,05200634,4500,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
127:20.02.2022,19.02.2022,20,20.02.2022,07,05200630,2482,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
128:20.02.2022,19.02.2022,19,20.02.2022,15,02200209,880,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
129:20.02.2022,19.02.2022,22,20.02.2022,08,01300731,920,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
130:20.02.2022,19.02.2022,21,20.02.2022,09,04300623,280,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
131:20.02.2022,18.02.2022,17,20.02.2022,09,05200634,2000,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
132:20.02.2022,20.02.2022,13,20.02.2022,17,02100105,1800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
133:20.02.2022,19.02.2022,09,20.02.2022,09,06100206,459,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
134:20.02.2022,20.02.2022,11,20.02.2022,12,11401033,3100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
135:20.02.2022,18.02.2022,20,20.02.2022,10,06300633,425,Nein,Kinderfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
136:20.02.2022,20.02.2022,04,20.02.2022,11,03601243,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
137:20.02.2022,20.02.2022,11,20.02.2022,17,01100207,1000,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
138:20.02.2022,19.02.2022,19,20.02.2022,15,06400838,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
139:20.02.2022,19.02.2022,12,20.02.2022,14,03200207,3273,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
140:20.02.2022,11.02.2022,18,12.02.2022,14,03601141,495,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
141:19.02.2022,17.02.2022,14,17.02.2022,20,12601235,449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
142:19.02.2022,17.02.2022,08,17.02.2022,22,06300527,474,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
143:19.02.2022,19.02.2022,20,19.02.2022,23,11300722,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
144:19.02.2022,16.02.2022,16,19.02.2022,14,04300414,1200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
145:19.02.2022,18.02.2022,22,19.02.2022,10,05200634,2000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
146:19.02.2022,18.02.2022,15,19.02.2022,11,09100101,0,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
147:19.02.2022,17.02.2022,20,17.02.2022,23,09100101,2000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
148:19.02.2022,18.02.2022,16,18.02.2022,19,12400721,490,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
149:19.02.2022,18.02.2022,18,18.02.2022,22,01100206,900,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
150:19.02.2022,17.02.2022,17,19.02.2022,11,04300624,1884,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
151:19.02.2022,19.02.2022,00,19.02.2022,03,06300630,4784,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
152:19.02.2022,19.02.2022,19,19.02.2022,20,01401048,1436,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
153:19.02.2022,18.02.2022,23,19.02.2022,17,02300417,3899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
154:19.02.2022,18.02.2022,12,19.02.2022,05,10200629,250,Nein,Lastenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
155:19.02.2022,18.02.2022,16,19.02.2022,11,08100105,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
156:19.02.2022,18.02.2022,18,18.02.2022,23,01401044,430,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
157:19.02.2022,18.02.2022,17,18.02.2022,19,01300835,1299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
158:19.02.2022,18.02.2022,07,18.02.2022,14,12400618,410,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
159:19.02.2022,18.02.2022,07,18.02.2022,15,12400618,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
160:19.02.2022,17.02.2022,10,19.02.2022,10,03400827,1890,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
161:19.02.2022,19.02.2022,13,19.02.2022,14,01100311,1200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
162:19.02.2022,18.02.2022,07,18.02.2022,18,11501341,750,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
163:19.02.2022,18.02.2022,13,18.02.2022,15,03601347,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
164:19.02.2022,18.02.2022,09,18.02.2022,19,01200629,508,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
165:19.02.2022,18.02.2022,16,18.02.2022,17,08100103,1449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
166:19.02.2022,18.02.2022,18,18.02.2022,22,02300417,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
