ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
1234:26.01.2022,22.01.2022,22,23.01.2022,11,07200307,849,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1235:26.01.2022,24.01.2022,13,25.01.2022,19,03701658,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1236:26.01.2022,24.01.2022,17,25.01.2022,18,04501151,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1237:26.01.2022,21.01.2021,15,24.01.2021,07,03601346,694,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1238:26.01.2022,22.01.2022,17,25.01.2022,16,04500939,900,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1239:26.01.2022,22.01.2022,18,25.01.2022,10,07100206,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1240:26.01.2022,24.01.2022,22,25.01.2022,09,09100101,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1241:26.01.2022,24.01.2022,08,25.01.2022,17,03701555,850,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
1242:26.01.2022,25.01.2022,09,25.01.2022,17,03701660,1399,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
1243:26.01.2022,23.01.2022,20,25.01.2022,19,08100102,389,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1244:26.01.2022,25.01.2022,17,25.01.2022,19,08100101,473,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1245:26.01.2022,24.01.2022,17,25.01.2022,19,07200409,1134,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1246:26.01.2022,24.01.2022,21,25.01.2022,07,03400723,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1247:26.01.2022,24.01.2022,09,24.01.2022,19,01100313,1490,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1248:26.01.2022,22.01.2022,16,24.01.2022,17,03601142,939,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1249:26.01.2022,24.01.2022,20,25.01.2022,08,02200213,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1250:26.01.2022,13.01.2022,14,14.01.2022,07,06200316,788,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1251:26.01.2022,23.01.2022,08,23.01.2022,13,10100210,715,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1252:26.01.2022,25.01.2022,08,25.01.2022,19,03300412,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1253:26.01.2022,25.01.2022,15,25.01.2022,21,07400824,2849,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1254:26.01.2022,25.01.2022,14,25.01.2022,17,05200631,1950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1255:26.01.2022,22.01.2022,12,23.01.2022,02,08100208,1590,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1256:26.01.2022,16.01.2022,12,16.01.2022,19,12200308,440,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1257:26.01.2022,24.01.2022,20,24.01.2022,22,02100105,849,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1258:26.01.2022,23.01.2022,18,24.01.2022,17,02500834,390,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1259:26.01.2022,25.01.2022,22,26.01.2022,05,04500938,638,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1260:26.01.2022,25.01.2022,19,26.01.2022,10,02500832,1573,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1261:26.01.2022,25.01.2022,19,25.01.2022,19,02400522,548,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1262:26.01.2022,26.01.2022,11,26.01.2022,14,07501133,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1263:26.01.2022,26.01.2022,06,26.01.2022,18,11100307,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1264:26.01.2022,24.01.2022,09,26.01.2022,09,08100314,574,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1265:26.01.2022,24.01.2022,23,26.01.2022,06,08100416,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1266:26.01.2022,25.01.2022,17,26.01.2022,09,03500934,950,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1267:26.01.2022,25.01.2022,16,26.01.2022,09,11400929,2288,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1268:26.01.2022,25.01.2022,16,26.01.2022,09,09200511,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1269:26.01.2022,15.01.2022,20,15.01.2022,23,02500834,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1270:26.01.2022,26.01.2022,07,26.01.2022,17,05300840,330,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1271:26.01.2022,25.01.2022,20,26.01.2022,09,11400930,600,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
1272:26.01.2022,25.01.2022,06,26.01.2022,08,01100308,560,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1273:26.01.2022,25.01.2022,08,26.01.2022,08,02500728,955,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1274:26.01.2022,25.01.2022,18,26.01.2022,08,02500726,974,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1275:26.01.2022,25.01.2022,17,26.01.2022,14,06400737,3177,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1276:26.01.2022,26.01.2022,18,26.01.2022,21,07200409,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1277:26.01.2022,26.01.2022,18,26.01.2022,18,01100310,1849,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1278:26.01.2022,26.01.2022,13,26.01.2022,13,07400927,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1279:26.01.2022,24.01.2022,15,26.01.2022,10,11400929,1048,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1280:26.01.2022,26.01.2022,07,26.01.2022,14,09502043,364,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1281:26.01.2022,26.01.2022,16,26.01.2022,19,07300619,808,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1282:26.01.2022,26.01.2022,11,26.01.2022,12,03300514,412,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1283:26.01.2022,09.01.2022,11,11.01.2022,10,02500832,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1284:26.01.2022,18.01.2022,17,18.01.2022,19,03601452,490,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1285:26.01.2022,04.01.2022,13,04.01.2022,17,10200418,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1286:25.01.2022,18.01.2022,17,18.01.2022,21,11401034,100,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1287:25.01.2022,05.11.2021,20,08.11.2021,15,02100106,549,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1288:25.01.2022,22.01.2022,15,22.01.2022,20,07200409,1249,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1289:25.01.2022,24.01.2022,08,24.01.2022,10,07100206,1288,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1290:25.01.2022,24.01.2022,13,24.01.2022,15,06300633,1769,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1291:25.01.2022,24.01.2022,09,24.01.2022,14,07300516,1158,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1292:25.01.2022,24.01.2022,19,24.01.2022,22,10300733,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1293:25.01.2022,22.01.2022,17,23.01.2022,14,04300623,513,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1294:25.01.2022,25.01.2022,12,25.01.2022,15,04300413,750,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
1295:25.01.2022,23.01.2022,13,23.01.2022,16,01100310,849,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1296:25.01.2022,24.01.2022,08,24.01.2022,16,07100102,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1297:25.01.2022,24.01.2022,10,24.01.2022,18,08100314,644,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1298:25.01.2022,22.01.2022,19,24.01.2022,10,07300619,838,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1299:25.01.2022,22.01.2022,18,24.01.2022,08,02500832,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1300:25.01.2022,20.01.2022,19,22.01.2022,10,03601245,1120,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1301:25.01.2022,25.01.2022,16,25.01.2022,17,01100206,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1302:25.01.2022,25.01.2022,13,25.01.2022,16,02200212,350,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1303:25.01.2022,24.01.2022,12,24.01.2022,22,03200310,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1304:25.01.2022,24.01.2022,13,24.01.2022,20,05100313,449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1305:25.01.2022,22.01.2022,18,23.01.2022,12,08100310,749,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1306:25.01.2022,23.01.2022,10,23.01.2022,16,03601142,540,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1307:25.01.2022,23.01.2022,09,23.01.2022,10,01300835,2528,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1308:25.01.2022,25.01.2022,16,25.01.2022,18,04300619,6500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1309:25.01.2022,25.01.2022,13,25.01.2022,19,03501037,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1310:25.01.2022,25.01.2022,08,25.01.2022,14,03601347,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1311:25.01.2022,23.01.2022,12,25.01.2022,08,03500936,2300,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
1312:25.01.2022,25.01.2022,16,25.01.2022,17,01100207,1679,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1313:25.01.2022,24.01.2022,15,25.01.2022,12,02500726,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1314:25.01.2022,24.01.2022,19,25.01.2022,10,01300835,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1315:25.01.2022,24.01.2022,17,25.01.2022,11,01100313,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1316:25.01.2022,22.01.2022,20,23.01.2022,09,11501238,400,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1317:25.01.2022,25.01.2022,17,25.01.2022,18,01100310,1310,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1318:25.01.2022,24.01.2022,20,25.01.2022,09,01401044,327,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1319:25.01.2022,25.01.2022,21,25.01.2022,21,01300730,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1320:25.01.2022,25.01.2022,09,25.01.2022,14,03300514,232,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1321:25.01.2022,25.01.2022,08,25.01.2022,15,06300634,445,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1322:25.01.2022,21.01.2022,20,24.01.2022,10,09401329,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1323:25.01.2022,24.01.2022,17,25.01.2022,06,07200409,220,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1324:25.01.2022,24.01.2022,13,25.01.2022,10,02200211,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1325:24.01.2022,21.01.2022,17,23.01.2022,17,04300412,3774,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
1326:24.01.2022,15.11.2021,23,16.11.2021,07,03400721,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1327:24.01.2022,25.12.2021,08,26.12.2021,14,03601346,630,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1328:24.01.2022,23.01.2022,07,23.01.2022,17,01100102,1457,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1329:24.01.2022,23.01.2022,14,23.01.2022,19,04501150,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1330:24.01.2022,21.01.2022,17,23.01.2022,20,01100207,786,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1331:24.01.2022,23.01.2022,11,23.01.2022,16,11401034,924,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1332:24.01.2022,23.01.2022,13,23.01.2022,19,01401047,825,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1333:24.01.2022,17.01.2022,16,17.01.2022,18,02200208,299,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1334:24.01.2022,24.01.2022,09,24.01.2022,19,02100101,1500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1335:24.01.2022,24.01.2022,06,24.01.2022,15,11401137,750,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1336:24.01.2022,23.01.2022,12,23.01.2022,14,01100206,858,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1337:24.01.2022,20.01.2022,15,22.01.2022,10,06400737,565,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1338:24.01.2022,23.01.2022,16,24.01.2022,07,02200211,675,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1339:24.01.2022,21.01.2022,15,24.01.2022,14,08100208,320,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1340:24.01.2022,24.01.2022,07,24.01.2022,13,04501151,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1341:24.01.2022,24.01.2022,16,24.01.2022,18,09501736,669,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1342:24.01.2022,22.01.2022,13,24.01.2022,16,09502043,450,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1343:24.01.2022,24.01.2022,06,24.01.2022,08,03601243,295,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1344:24.01.2022,24.01.2022,11,24.01.2022,18,01100308,1303,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1345:24.01.2022,24.01.2022,10,24.01.2022,11,01100308,1749,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1346:24.01.2022,14.01.2022,15,16.01.2022,19,03400830,1070,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1347:24.01.2022,22.01.2022,09,24.01.2022,08,09100408,370,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1348:24.01.2022,23.01.2022,21,24.01.2022,06,05300736,3278,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1349:24.01.2022,23.01.2022,10,24.01.2022,08,01100416,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1350:24.01.2022,14.01.2022,19,16.01.2022,08,02500727,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1351:24.01.2022,22.01.2022,20,24.01.2022,07,06300527,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1352:24.01.2022,22.01.2022,17,24.01.2022,10,03601141,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1353:24.01.2022,24.01.2022,18,24.01.2022,20,06200422,0,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1354:24.01.2022,24.01.2022,08,24.01.2022,18,04300412,1684,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1355:24.01.2022,24.01.2022,18,24.01.2022,19,01100310,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1356:24.01.2022,24.01.2022,15,24.01.2022,16,11300826,799,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1357:24.01.2022,24.01.2022,08,24.01.2022,19,01100205,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1358:24.01.2022,24.01.2022,10,24.01.2022,10,02500729,538,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1359:24.01.2022,24.01.2022,10,24.01.2022,11,06300526,639,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1360:24.01.2022,24.01.2022,09,24.01.2022,14,01300836,2400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1361:24.01.2022,24.01.2022,08,24.01.2022,14,02200210,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1362:24.01.2022,24.01.2022,09,24.01.2022,10,04300517,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1363:24.01.2022,24.01.2022,08,24.01.2022,12,02200210,664,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1364:24.01.2022,24.01.2022,19,24.01.2022,21,11200512,5979,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1365:24.01.2022,24.01.2022,03,24.01.2022,07,12400721,0,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1366:24.01.2022,24.01.2022,08,24.01.2022,14,06400838,1100,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1367:24.01.2022,24.01.2022,03,24.01.2022,07,12400721,428,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1368:24.01.2022,24.01.2022,19,24.01.2022,21,06400838,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1369:24.01.2022,24.01.2022,09,24.01.2022,19,06200313,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1370:24.01.2022,24.01.2022,16,24.01.2022,17,02200212,1565,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1371:24.01.2022,24.01.2022,03,24.01.2022,07,12400721,0,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1372:24.01.2022,23.01.2022,18,24.01.2022,10,02300315,1390,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1373:24.01.2022,22.01.2022,18,22.01.2022,19,07200411,60,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
1374:24.01.2022,28.10.2021,20,30.10.2021,11,09100101,45,Nein,Kinderfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
1375:24.01.2022,22.01.2022,12,22.01.2022,18,09200716,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1376:24.01.2022,21.01.2022,19,21.01.2022,23,12400720,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1377:24.01.2022,19.01.2022,17,20.01.2022,17,03500935,750,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1378:24.01.2022,21.01.2022,08,21.01.2022,17,02500834,626,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1379:24.01.2022,14.11.2021,02,14.11.2021,02,10100101,300,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1380:24.01.2022,19.01.2022,10,20.01.2022,12,06300524,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1381:24.01.2022,23.01.2022,17,23.01.2022,17,10200417,610,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern
1382:23.01.2022,23.01.2022,20,23.01.2022,20,07200308,290,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
1383:23.01.2022,23.01.2022,16,23.01.2022,16,01100206,0,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1384:23.01.2022,01.12.2021,18,02.12.2021,18,02200210,206,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1385:23.01.2022,09.01.2022,14,09.01.2022,15,09501737,574,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1386:23.01.2022,18.01.2022,16,19.01.2022,05,09301126,250,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1387:23.01.2022,18.01.2022,08,18.01.2022,20,04200207,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1388:23.01.2022,16.01.2022,16,19.01.2022,12,04300517,550,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
1389:23.01.2022,20.01.2022,08,21.01.2022,16,08100101,90,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1390:23.01.2022,21.01.2022,07,21.01.2022,15,03100101,110,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1391:23.01.2022,21.01.2022,07,21.01.2022,15,03100103,70,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1392:23.01.2022,20.01.2022,13,20.01.2022,13,02200210,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1393:23.01.2022,20.01.2022,09,20.01.2022,18,02300315,580,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1394:23.01.2022,19.01.2022,20,21.01.2022,10,10200417,470,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
1395:23.01.2022,22.01.2022,19,22.01.2022,21,01100206,1431,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
1396:23.01.2022,22.01.2022,09,22.01.2022,16,03701659,384,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
