ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
14848:15.06.2021,08.06.2021,12,09.06.2021,15,08200624,499,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14849:14.06.2021,07.06.2021,08,07.06.2021,18,01200626,765,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14850:14.06.2021,07.06.2021,12,07.06.2021,13,01400938,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14851:14.06.2021,14.06.2021,08,14.06.2021,09,04300624,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14852:14.06.2021,14.06.2021,15,14.06.2021,19,06100102,790,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14853:14.06.2021,11.06.2021,17,12.06.2021,09,03500934,400,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14854:14.06.2021,12.06.2021,19,12.06.2021,23,03500935,420,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14855:14.06.2021,14.06.2021,08,14.06.2021,14,02400624,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14856:14.06.2021,14.06.2021,06,14.06.2021,18,01100309,1990,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14857:14.06.2021,11.06.2021,18,12.06.2021,14,02400624,1662,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14858:14.06.2021,11.06.2021,20,12.06.2021,11,01100310,245,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14859:14.06.2021,11.06.2021,19,14.06.2021,06,01200624,1320,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14860:14.06.2021,11.06.2021,13,14.06.2021,10,11300722,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14861:14.06.2021,11.06.2021,21,12.06.2021,07,12500825,990,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14862:14.06.2021,10.06.2021,15,10.06.2021,19,02400520,616,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14863:14.06.2021,11.06.2021,17,12.06.2021,11,07100102,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14864:14.06.2021,11.06.2021,12,14.06.2021,12,03601243,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14865:14.06.2021,11.06.2021,08,14.06.2021,07,03200207,420,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14866:14.06.2021,11.06.2021,22,14.06.2021,22,02200212,932,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14867:14.06.2021,11.06.2021,23,14.06.2021,10,06300633,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14868:14.06.2021,11.06.2021,23,14.06.2021,10,03601347,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14869:14.06.2021,09.06.2021,16,10.06.2021,07,03200205,551,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14870:14.06.2021,14.06.2021,13,14.06.2021,15,03701555,1600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14871:14.06.2021,12.06.2021,12,14.06.2021,08,01401047,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14872:14.06.2021,14.06.2021,12,14.06.2021,14,09200613,299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14873:14.06.2021,14.06.2021,13,14.06.2021,14,09501939,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14874:14.06.2021,12.06.2021,12,14.06.2021,12,07100204,608,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14875:14.06.2021,14.06.2021,07,14.06.2021,07,11401032,545,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14876:14.06.2021,14.06.2021,22,14.06.2021,23,04500936,150,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14877:14.06.2021,14.06.2021,16,14.06.2021,18,02500836,390,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14878:14.06.2021,14.06.2021,10,14.06.2021,10,03601245,460,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14879:14.06.2021,14.06.2021,11,14.06.2021,17,10400836,988,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14880:14.06.2021,14.06.2021,17,14.06.2021,21,06400737,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14881:14.06.2021,12.06.2021,17,14.06.2021,19,01200624,250,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14882:14.06.2021,14.06.2021,14,14.06.2021,15,02200211,3000,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14883:14.06.2021,14.06.2021,15,14.06.2021,15,12500927,1755,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14884:14.06.2021,14.06.2021,08,14.06.2021,18,03601141,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14885:14.06.2021,12.06.2021,12,14.06.2021,17,03300412,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14886:14.06.2021,14.06.2021,10,14.06.2021,17,09501736,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14887:14.06.2021,14.06.2021,05,14.06.2021,06,03100103,642,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14888:14.06.2021,13.06.2021,22,14.06.2021,08,06400843,590,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14889:14.06.2021,13.06.2021,17,14.06.2021,09,01100104,1170,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14890:14.06.2021,11.06.2021,16,12.06.2021,10,08100415,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14891:14.06.2021,11.06.2021,21,12.06.2021,11,11401034,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14892:14.06.2021,13.06.2021,23,14.06.2021,19,01200520,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14893:14.06.2021,13.06.2021,07,14.06.2021,15,04400727,849,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14894:14.06.2021,13.06.2021,15,14.06.2021,17,09401534,699,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
14895:14.06.2021,13.06.2021,21,14.06.2021,07,01200625,480,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14896:14.06.2021,13.06.2021,21,14.06.2021,07,11200411,554,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14897:14.06.2021,13.06.2021,20,14.06.2021,13,08100102,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14898:14.06.2021,13.06.2021,12,14.06.2021,12,03601142,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14899:14.06.2021,13.06.2021,20,14.06.2021,07,01100313,333,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14900:14.06.2021,13.06.2021,19,14.06.2021,07,01100313,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14901:14.06.2021,02.06.2021,20,03.06.2021,10,08100418,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14902:14.06.2021,11.06.2021,08,14.06.2021,07,08100310,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14903:14.06.2021,11.06.2021,15,14.06.2021,13,01100416,400,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14904:14.06.2021,09.06.2021,20,10.06.2021,05,04200309,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14905:14.06.2021,13.06.2021,21,14.06.2021,06,02400522,5500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14906:14.06.2021,13.06.2021,15,14.06.2021,00,04300412,240,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14907:14.06.2021,10.06.2021,12,12.06.2021,00,04200309,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14908:14.06.2021,14.06.2021,12,14.06.2021,13,08200730,2330,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14909:14.06.2021,14.06.2021,01,14.06.2021,01,01100313,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14910:14.06.2021,12.06.2021,20,13.06.2021,11,04200309,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14911:14.06.2021,10.06.2021,12,11.06.2021,08,04200309,236,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14912:14.06.2021,09.06.2021,18,11.06.2021,08,09100101,824,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14913:14.06.2021,11.06.2021,07,13.06.2021,12,01100416,1649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14914:14.06.2021,11.06.2021,15,13.06.2021,15,04200309,417,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14915:14.06.2021,10.06.2021,23,11.06.2021,06,11100309,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14916:14.06.2021,11.06.2021,14,13.06.2021,19,03601244,499,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14917:14.06.2021,12.06.2021,20,13.06.2021,14,03701556,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14918:14.06.2021,12.06.2021,20,13.06.2021,14,03701556,1200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14919:14.06.2021,10.06.2021,20,11.06.2021,08,02100103,499,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14920:14.06.2021,11.06.2021,16,13.06.2021,18,09200819,2000,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
14921:14.06.2021,13.06.2021,09,13.06.2021,17,01100102,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14922:14.06.2021,13.06.2021,08,13.06.2021,19,02500834,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14923:14.06.2021,13.06.2021,15,13.06.2021,15,02300417,635,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14924:14.06.2021,13.06.2021,09,13.06.2021,18,02300419,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14925:14.06.2021,12.06.2021,18,13.06.2021,08,07200409,699,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14926:14.06.2021,12.06.2021,23,13.06.2021,04,03701554,1520,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14927:14.06.2021,11.06.2021,13,11.06.2021,13,10100210,100,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14928:14.06.2021,11.06.2021,15,11.06.2021,17,06400838,500,Nein,Kinderfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14929:14.06.2021,11.06.2021,10,11.06.2021,18,04501040,1018,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14930:14.06.2021,12.06.2021,18,13.06.2021,12,06200317,1200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14931:14.06.2021,12.06.2021,10,13.06.2021,14,08100206,155,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14932:14.06.2021,12.06.2021,09,13.06.2021,17,06400842,940,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14933:14.06.2021,22.05.2021,16,22.05.2021,17,03601243,750,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14934:14.06.2021,14.06.2021,13,14.06.2021,13,08200730,1681,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14935:14.06.2021,13.06.2021,01,13.06.2021,01,01100309,333,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14936:14.06.2021,13.06.2021,20,13.06.2021,20,01100308,871,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14937:14.06.2021,14.06.2021,08,14.06.2021,08,03200309,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14938:14.06.2021,14.06.2021,16,14.06.2021,16,03200207,200,Nein,Kinderfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14939:14.06.2021,11.06.2021,18,11.06.2021,18,04300415,230,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14940:14.06.2021,13.06.2021,14,13.06.2021,17,02500835,484,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14941:14.06.2021,13.06.2021,18,13.06.2021,22,06100204,845,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14942:14.06.2021,13.06.2021,15,13.06.2021,18,12400722,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14943:14.06.2021,13.06.2021,09,13.06.2021,09,06300633,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14944:13.06.2021,13.06.2021,11,13.06.2021,12,08100207,1628,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14945:13.06.2021,13.06.2021,14,13.06.2021,15,01300836,320,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14946:13.06.2021,13.06.2021,13,13.06.2021,13,02400624,450,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14947:13.06.2021,25.04.2021,15,25.04.2021,17,09501838,479,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14948:13.06.2021,08.06.2021,15,08.06.2021,17,03300411,780,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14949:13.06.2021,12.06.2021,20,13.06.2021,12,01300733,526,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14950:13.06.2021,13.06.2021,16,13.06.2021,18,01100310,683,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14951:13.06.2021,10.06.2021,19,13.06.2021,16,10100314,213,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14952:13.06.2021,12.06.2021,17,13.06.2021,00,06200313,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14953:13.06.2021,12.06.2021,21,13.06.2021,10,07100204,1019,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14954:13.06.2021,13.06.2021,15,13.06.2021,18,11401034,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14955:13.06.2021,13.06.2021,11,13.06.2021,13,03701555,1884,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14956:13.06.2021,12.06.2021,20,13.06.2021,16,11200410,3023,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14957:13.06.2021,12.06.2021,12,13.06.2021,10,09301126,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14958:13.06.2021,12.06.2021,23,13.06.2021,09,12601236,400,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14959:13.06.2021,12.06.2021,23,13.06.2021,09,12601236,474,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14960:13.06.2021,10.06.2021,19,11.06.2021,18,03701554,1134,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14961:13.06.2021,11.06.2021,16,11.06.2021,18,12500825,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14962:13.06.2021,11.06.2021,06,11.06.2021,14,12100205,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14963:13.06.2021,13.06.2021,08,13.06.2021,14,04400835,1035,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14964:13.06.2021,13.06.2021,17,13.06.2021,20,01100102,280,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14965:13.06.2021,13.06.2021,16,13.06.2021,18,02100106,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14966:13.06.2021,11.06.2021,17,13.06.2021,16,09200716,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14967:13.06.2021,12.06.2021,22,13.06.2021,17,09200715,1231,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14968:13.06.2021,12.06.2021,15,13.06.2021,14,01401049,180,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14969:13.06.2021,11.06.2021,17,13.06.2021,16,08100103,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14970:13.06.2021,11.06.2021,12,13.06.2021,09,08100102,1420,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14971:13.06.2021,11.06.2021,20,11.06.2021,23,08100101,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14972:13.06.2021,12.06.2021,20,13.06.2021,12,02200211,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14973:13.06.2021,13.06.2021,10,13.06.2021,17,02100105,1350,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14974:13.06.2021,12.06.2021,18,13.06.2021,12,03501037,1081,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14975:13.06.2021,12.06.2021,16,13.06.2021,13,01100311,460,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14976:13.06.2021,11.06.2021,18,12.06.2021,13,07400720,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14977:13.06.2021,11.06.2021,18,12.06.2021,09,10400940,959,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14978:13.06.2021,11.06.2021,18,12.06.2021,09,10400940,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14979:13.06.2021,11.06.2021,17,12.06.2021,19,04200309,367,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14980:13.06.2021,09.06.2021,16,12.06.2021,10,03601347,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14981:13.06.2021,12.06.2021,19,12.06.2021,21,08100208,965,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14982:13.06.2021,12.06.2021,19,12.06.2021,22,09100409,150,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14983:13.06.2021,12.06.2021,16,12.06.2021,19,08100206,0,Ja,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14984:13.06.2021,11.06.2021,10,12.06.2021,14,02400623,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14985:13.06.2021,16.05.2021,08,16.05.2021,13,09501736,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14986:13.06.2021,09.06.2021,17,09.06.2021,18,05100316,1299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14987:13.06.2021,09.06.2021,09,09.06.2021,12,02200213,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14988:12.06.2021,09.06.2021,08,09.06.2021,08,01401049,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14989:12.06.2021,07.06.2021,07,07.06.2021,15,11501341,661,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14990:12.06.2021,11.06.2021,14,12.06.2021,11,01300732,629,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14991:12.06.2021,10.06.2021,07,10.06.2021,19,03200207,506,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14992:12.06.2021,12.06.2021,02,12.06.2021,15,09300923,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14993:12.06.2021,12.06.2021,14,12.06.2021,15,06400842,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14994:12.06.2021,12.06.2021,00,12.06.2021,08,02400624,1075,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14995:12.06.2021,10.06.2021,17,10.06.2021,17,12200307,322,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14996:12.06.2021,10.06.2021,10,12.06.2021,21,02400624,1490,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14997:12.06.2021,12.06.2021,14,12.06.2021,15,03701660,578,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14998:12.06.2021,12.06.2021,09,12.06.2021,19,09200715,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14999:12.06.2021,12.06.2021,11,12.06.2021,11,11200513,80,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15000:12.06.2021,12.06.2021,13,12.06.2021,18,03701555,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15001:12.06.2021,10.06.2021,08,10.06.2021,17,09200715,759,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15002:12.06.2021,12.06.2021,13,12.06.2021,22,03601245,1066,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15003:12.06.2021,11.06.2021,18,12.06.2021,09,07200413,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15004:12.06.2021,11.06.2021,18,12.06.2021,14,03400721,410,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15005:12.06.2021,11.06.2021,18,12.06.2021,07,09300920,160,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15006:12.06.2021,11.06.2021,19,12.06.2021,00,10300734,2399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15007:12.06.2021,11.06.2021,17,12.06.2021,07,12500824,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15008:12.06.2021,11.06.2021,14,12.06.2021,08,12400722,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15009:12.06.2021,11.06.2021,18,12.06.2021,09,04300416,2420,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15010:12.06.2021,11.06.2021,23,12.06.2021,09,12400722,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15011:12.06.2021,11.06.2021,19,12.06.2021,08,07300517,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
